curr,d,m,y,rate
CHF,6,10,2018,67_0562
CZK,6,10,2018,2_9715
KGS,6,10,2018,0_962818
DKK,6,10,2018,10_2697
TJS,6,10,2018,7_07143
INR,6,10,2018,0_904828
EUR,5,10,2018,76_0505
CNY,5,10,2018,9_63932
KZT,5,10,2018,0_180079
RUB,5,10,2018,1
BYN,5,10,2018,30_7674
GBP,5,10,2018,85_8829
UZS,5,10,2018,0_00809466
UAH,5,10,2018,2_35043
TRY,5,10,2018,10_6824
MDL,5,10,2018,3_91205
HUF,5,10,2018,0_23463
CHF,5,10,2018,66_8196
CZK,5,10,2018,2_95271
KGS,5,10,2018,0_958892
DKK,5,10,2018,10_2022
TJS,5,10,2018,7_02666
INR,5,10,2018,0_898575
EUR,4,10,2018,75_7353
CNY,4,10,2018,9_52473
KZT,4,10,2018,0_179772
RUB,4,10,2018,1
BYN,4,10,2018,30_6682
GBP,4,10,2018,85_0256
UZS,4,10,2018,0_00799844
UAH,4,10,2018,2_30815
TRY,4,10,2018,10_8459
MDL,4,10,2018,3_87356
HUF,4,10,2018,0_234664
CHF,4,10,2018,66_3466
CZK,4,10,2018,2_93449
KGS,4,10,2018,0_950245
DKK,4,10,2018,10_155
TJS,4,10,2018,6_94357
INR,4,10,2018,0_894815
EUR,3,10,2018,75_2272
CNY,3,10,2018,9_49528
KZT,3,10,2018,0_180182
RUB,3,10,2018,1
BYN,3,10,2018,30_7289
GBP,3,10,2018,84_6909
UZS,3,10,2018,0_00807279
UAH,3,10,2018,2_3063
TRY,3,10,2018,10_8441
MDL,3,10,2018,3_84927
HUF,3,10,2018,0_232289
CHF,3,10,2018,66_3501
CZK,3,10,2018,2_9104
KGS,3,10,2018,0_948685
DKK,3,10,2018,10_0858
TJS,3,10,2018,6_92012
INR,3,10,2018,0_894372
EUR,2,10,2018,75_9877
CNY,2,10,2018,9_54658
KZT,2,10,2018,0_18016
RUB,2,10,2018,1
BYN,2,10,2018,31_0265
GBP,2,10,2018,85_5223
UZS,2,10,2018,0_00811641
UAH,2,10,2018,2_32616
TRY,2,10,2018,10_9493
MDL,2,10,2018,3_8859
HUF,2,10,2018,0_235169
CHF,2,10,2018,66_6679
CZK,2,10,2018,2_95607
KGS,2,10,2018,0_953118
DKK,2,10,2018,10_1988
TJS,2,10,2018,6_95987
INR,2,10,2018,0_901461
EUR,1,10,2018,75_9877
CNY,1,10,2018,9_54658
KZT,1,10,2018,0_18016
RUB,1,10,2018,1
BYN,1,10,2018,31_0265
GBP,1,10,2018,85_5223
UZS,1,10,2018,0_00811641
UAH,1,10,2018,2_32616
TRY,1,10,2018,10_9493
MDL,1,10,2018,3_8859
HUF,1,10,2018,0_235169
CHF,1,10,2018,66_6679
CZK,1,10,2018,2_95607
KGS,1,10,2018,0_953118
DKK,1,10,2018,10_1988
TJS,1,10,2018,6_95987
INR,1,10,2018,0_901461
EUR,30,9,2018,75_9877
CNY,30,9,2018,9_54658
KZT,30,9,2018,0_18016
RUB,30,9,2018,1
BYN,30,9,2018,31_0265
GBP,30,9,2018,85_5223
UZS,30,9,2018,0_00811641
UAH,30,9,2018,2_32616
TRY,30,9,2018,10_9493
MDL,30,9,2018,3_8859
HUF,30,9,2018,0_235169
CHF,30,9,2018,66_6679
CZK,30,9,2018,2_95607
KGS,30,9,2018,0_953118
DKK,30,9,2018,10_1988
TJS,30,9,2018,6_95987
INR,30,9,2018,0_901461
EUR,29,9,2018,76_2294
CNY,29,9,2018,9_53227
KZT,29,9,2018,0_180626
RUB,29,9,2018,1
BYN,29,9,2018,31_093
GBP,29,9,2018,85_7925
UZS,29,9,2018,0_00811865
UAH,29,9,2018,2_32056
TRY,29,9,2018,10_9398
MDL,29,9,2018,3_8811
HUF,29,9,2018,0_235379
CHF,29,9,2018,67_1484
CZK,29,9,2018,2_96884
KGS,29,9,2018,0_948664
DKK,29,9,2018,10_2217
TJS,29,9,2018,6_95921
INR,29,9,2018,0_904106
EUR,28,9,2018,77_0407
CNY,28,9,2018,9_57273
KZT,28,9,2018,0_182027
RUB,28,9,2018,1
BYN,28,9,2018,31_2313
GBP,28,9,2018,86_3301
UZS,28,9,2018,0_00814871
UAH,28,9,2018,2_32634
TRY,28,9,2018,10_8309
MDL,28,9,2018,3_90136
HUF,28,9,2018,0_238327
CHF,28,9,2018,67_9137
CZK,28,9,2018,2_99893
KGS,28,9,2018,0_950007
DKK,28,9,2018,10_3365
TJS,28,9,2018,6_98891
INR,28,9,2018,0_905609
EUR,27,9,2018,77_3846
CNY,27,9,2018,9_5664
KZT,27,9,2018,0_182597
RUB,27,9,2018,1
BYN,27,9,2018,31_3958
GBP,27,9,2018,86_5711
UZS,27,9,2018,0_00813918
UAH,27,9,2018,2_34559
TRY,27,9,2018,10_7261
MDL,27,9,2018,3_89795
HUF,27,9,2018,0_239383
CHF,27,9,2018,68_1576
CZK,27,9,2018,3_02644
KGS,27,9,2018,0_951092
DKK,27,9,2018,10_381
TJS,27,9,2018,6_98444
INR,27,9,2018,0_904985
EUR,26,9,2018,77_3832
CNY,26,9,2018,9_57126
KZT,26,9,2018,0_184137
RUB,26,9,2018,1
BYN,26,9,2018,31_4874
GBP,26,9,2018,86_4669
UZS,26,9,2018,0_00814734
UAH,26,9,2018,2_34584
TRY,26,9,2018,10_7012
MDL,26,9,2018,3_90997
HUF,26,9,2018,0_238624
CHF,26,9,2018,68_1553
CZK,26,9,2018,3_01788
KGS,26,9,2018,0_953286
DKK,26,9,2018,10_3685
TJS,26,9,2018,6_98402
INR,26,9,2018,0_903499
EUR,25,9,2018,77_6844
CNY,25,9,2018,9_64831
KZT,25,9,2018,0_185359
RUB,25,9,2018,1
BYN,25,9,2018,31_7921
GBP,25,9,2018,86_8011
UZS,25,9,2018,0_00823083
UAH,25,9,2018,2_35527
TRY,25,9,2018,10_5754
MDL,25,9,2018,3_93689
HUF,25,9,2018,0_240335
CHF,25,9,2018,68_9807
CZK,25,9,2018,3_03909
KGS,25,9,2018,0_958138
DKK,25,9,2018,10_4367
TJS,25,9,2018,7_01956
INR,25,9,2018,0_911977
EUR,24,9,2018,77_6844
CNY,24,9,2018,9_64831
KZT,24,9,2018,0_185359
RUB,24,9,2018,1
BYN,24,9,2018,31_7921
GBP,24,9,2018,86_8011
UZS,24,9,2018,0_00823083
UAH,24,9,2018,2_35527
TRY,24,9,2018,10_5754
MDL,24,9,2018,3_93689
HUF,24,9,2018,0_240335
CHF,24,9,2018,68_9807
CZK,24,9,2018,3_03909
KGS,24,9,2018,0_958138
DKK,24,9,2018,10_4367
TJS,24,9,2018,7_01956
INR,24,9,2018,0_911977
EUR,23,9,2018,77_6844
CNY,23,9,2018,9_64831
KZT,23,9,2018,0_185359
RUB,23,9,2018,1
BYN,23,9,2018,31_7921
GBP,23,9,2018,86_8011
UZS,23,9,2018,0_00823083
UAH,23,9,2018,2_35527
TRY,23,9,2018,10_5754
MDL,23,9,2018,3_93689
HUF,23,9,2018,0_240335
CHF,23,9,2018,68_9807
CZK,23,9,2018,3_03909
KGS,23,9,2018,0_958138
DKK,23,9,2018,10_4367
TJS,23,9,2018,7_01956
INR,23,9,2018,0_911977
EUR,22,9,2018,78_0753
CNY,22,9,2018,9_68563
KZT,22,9,2018,0_1874
RUB,22,9,2018,1
BYN,22,9,2018,31_9353
GBP,22,9,2018,87_6285
UZS,22,9,2018,0_00824206
UAH,22,9,2018,2_36184
TRY,22,9,2018,10_5594
MDL,22,9,2018,3_94461
HUF,22,9,2018,0_24158
CHF,22,9,2018,69_2699
CZK,22,9,2018,3_05933
KGS,22,9,2018,0_961534
DKK,22,9,2018,10_4736
TJS,22,9,2018,7_02915
INR,22,9,2018,0_91854
EUR,21,9,2018,77_7529
CNY,21,9,2018,9_69962
KZT,21,9,2018,0_185742
RUB,21,9,2018,1
BYN,21,9,2018,31_8584
GBP,21,9,2018,87_7171
UZS,21,9,2018,0_00826772
UAH,21,9,2018,2_36936
TRY,21,9,2018,10_7901
MDL,21,9,2018,3_94988
HUF,21,9,2018,0_240463
CHF,21,9,2018,68_7907
CZK,21,9,2018,3_04494
KGS,21,9,2018,0_96617
DKK,21,9,2018,10_4293
TJS,21,9,2018,7_05279
INR,21,9,2018,0_918636
EUR,20,9,2018,78_3613
CNY,20,9,2018,9_7776
KZT,20,9,2018,0_18571
RUB,20,9,2018,1
BYN,20,9,2018,31_9049
GBP,20,9,2018,88_2385
UZS,20,9,2018,0_00833455
UAH,20,9,2018,2_38427
TRY,20,9,2018,10_5844
MDL,20,9,2018,3_99105
HUF,20,9,2018,0_242596
CHF,20,9,2018,69_469
CZK,20,9,2018,3_08417
KGS,20,9,2018,0_973272
DKK,20,9,2018,10_5165
TJS,20,9,2018,7_10979
INR,20,9,2018,0_922047
EUR,19,9,2018,79_1749
CNY,19,9,2018,9_86932
KZT,19,9,2018,0_183844
RUB,19,9,2018,1
BYN,19,9,2018,31_9358
GBP,19,9,2018,89_0395
UZS,19,9,2018,0_00842895
UAH,19,9,2018,2_40554
TRY,19,9,2018,10_6805
MDL,19,9,2018,4_03766
HUF,19,9,2018,0_243637
CHF,19,9,2018,70_4868
CZK,19,9,2018,3_10967
KGS,19,9,2018,0_977661
DKK,19,9,2018,10_6113
TJS,19,9,2018,7_18853
INR,19,9,2018,0_935348
EUR,18,9,2018,79_3595
CNY,18,9,2018,9_92733
KZT,18,9,2018,0_183381
RUB,18,9,2018,1
BYN,18,9,2018,31_9418
GBP,18,9,2018,89_2751
UZS,18,9,2018,0_00867394
UAH,18,9,2018,2_4256
TRY,18,9,2018,10_9318
MDL,18,9,2018,4_06411
HUF,18,9,2018,0_244627
CHF,18,9,2018,70_5961
CZK,18,9,2018,3_1218
KGS,18,9,2018,0_981941
DKK,18,9,2018,10_6538
TJS,18,9,2018,7_24331
INR,18,9,2018,0_940891
EUR,17,9,2018,79_3595
CNY,17,9,2018,9_92733
KZT,17,9,2018,0_183381
RUB,17,9,2018,1
BYN,17,9,2018,31_9418
GBP,17,9,2018,89_2751
UZS,17,9,2018,0_00867394
UAH,17,9,2018,2_4256
TRY,17,9,2018,10_9318
MDL,17,9,2018,4_06411
HUF,17,9,2018,0_244627
CHF,17,9,2018,70_5961
CZK,17,9,2018,3_1218
KGS,17,9,2018,0_981941
DKK,17,9,2018,10_6538
TJS,17,9,2018,7_24331
INR,17,9,2018,0_940891
EUR,16,9,2018,79_3595
CNY,16,9,2018,9_92733
KZT,16,9,2018,0_183381
RUB,16,9,2018,1
BYN,16,9,2018,31_9418
GBP,16,9,2018,89_2751
UZS,16,9,2018,0_00867394
UAH,16,9,2018,2_4256
TRY,16,9,2018,10_9318
MDL,16,9,2018,4_06411
HUF,16,9,2018,0_244627
CHF,16,9,2018,70_5961
CZK,16,9,2018,3_1218
KGS,16,9,2018,0_981941
DKK,16,9,2018,10_6538
TJS,16,9,2018,7_24331
INR,16,9,2018,0_940891
EUR,15,9,2018,79_9521
CNY,15,9,2018,9_9655
KZT,15,9,2018,0_182632
RUB,15,9,2018,1
BYN,15,9,2018,31_9526
GBP,15,9,2018,89_6414
UZS,15,9,2018,0_00868498
UAH,15,9,2018,2_42739
TRY,15,9,2018,11_2752
MDL,15,9,2018,4_07171
HUF,15,9,2018,0_247213
CHF,15,9,2018,70_8693
CZK,15,9,2018,3_13583
KGS,15,9,2018,0_984609
DKK,15,9,2018,10_7213
TJS,15,9,2018,7_24676
INR,15,9,2018,0_951541
EUR,14,9,2018,79_7699
CNY,14,9,2018,10_0225
KZT,14,9,2018,0_183066
RUB,14,9,2018,1
BYN,14,9,2018,31_9019
GBP,14,9,2018,89_5026
UZS,14,9,2018,0_00873005
UAH,14,9,2018,2_44129
TRY,14,9,2018,10_7769
MDL,14,9,2018,4_08432
HUF,14,9,2018,0_245128
CHF,14,9,2018,70_7525
CZK,14,9,2018,3_11838
KGS,14,9,2018,0_986164
DKK,14,9,2018,10_691
TJS,14,9,2018,7_2843
INR,14,9,2018,0_952795
EUR,13,9,2018,80_6488
CNY,13,9,2018,10_1304
KZT,13,9,2018,0_18424
RUB,13,9,2018,1
BYN,13,9,2018,32_1056
GBP,13,9,2018,90_7299
UZS,13,9,2018,0_00884908
UAH,13,9,2018,2_48341
TRY,13,9,2018,10_8682
MDL,13,9,2018,4_14617
HUF,13,9,2018,0_248736
CHF,13,9,2018,71_452
CZK,13,9,2018,3_15759
KGS,13,9,2018,0_997817
DKK,13,9,2018,10_8207
TJS,13,9,2018,7_38173
INR,13,9,2018,0_962213
EUR,12,9,2018,81_3942
CNY,12,9,2018,10_1946
KZT,12,9,2018,0_18408
RUB,12,9,2018,1
BYN,12,9,2018,32_3058
GBP,12,9,2018,91_4076
UZS,12,9,2018,0_00890016
UAH,12,9,2018,2_49064
TRY,12,9,2018,10_8462
MDL,12,9,2018,4_16514
HUF,12,9,2018,0_250962
CHF,12,9,2018,71_8571
CZK,12,9,2018,3_17373
KGS,12,9,2018,1_00322
DKK,12,9,2018,10_9066
TJS,12,9,2018,7_43223
INR,12,9,2018,0_965597
EUR,11,9,2018,80_6702
CNY,11,9,2018,10_1775
KZT,11,9,2018,0_184481
RUB,11,9,2018,1
BYN,11,9,2018,32_339
GBP,11,9,2018,90_4238
UZS,11,9,2018,0_0089085
UAH,11,9,2018,2_47673
TRY,11,9,2018,10_8248
MDL,11,9,2018,4_16752
HUF,11,9,2018,0_248346
CHF,11,9,2018,71_9774
CZK,11,9,2018,3_15135
KGS,11,9,2018,1_00242
DKK,11,9,2018,10_8353
TJS,11,9,2018,7_4142
INR,11,9,2018,0_967038
EUR,10,9,2018,80_6702
CNY,10,9,2018,10_1775
KZT,10,9,2018,0_184481
RUB,10,9,2018,1
BYN,10,9,2018,32_339
GBP,10,9,2018,90_4238
UZS,10,9,2018,0_0089085
UAH,10,9,2018,2_47673
TRY,10,9,2018,10_8248
MDL,10,9,2018,4_16752
HUF,10,9,2018,0_248346
CHF,10,9,2018,71_9774
CZK,10,9,2018,3_15135
KGS,10,9,2018,1_00242
DKK,10,9,2018,10_8353
TJS,10,9,2018,7_4142
INR,10,9,2018,0_967038
EUR,9,9,2018,80_6702
CNY,9,9,2018,10_1775
KZT,9,9,2018,0_184481
RUB,9,9,2018,1
BYN,9,9,2018,32_339
GBP,9,9,2018,90_4238
UZS,9,9,2018,0_0089085
UAH,9,9,2018,2_47673
TRY,9,9,2018,10_8248
MDL,9,9,2018,4_16752
HUF,9,9,2018,0_248346
CHF,9,9,2018,71_9774
CZK,9,9,2018,3_15135
KGS,9,9,2018,1_00242
DKK,9,9,2018,10_8353
TJS,9,9,2018,7_4142
INR,9,9,2018,0_967038
EUR,8,9,2018,80_3562
CNY,8,9,2018,10_0944
KZT,8,9,2018,0_183694
RUB,8,9,2018,1
BYN,8,9,2018,32_2639
GBP,8,9,2018,89_2954
UZS,8,9,2018,0_00880141
UAH,8,9,2018,2_44284
TRY,8,9,2018,10_6165
MDL,8,9,2018,4_12727
HUF,8,9,2018,0_247281
CHF,8,9,2018,71_5174
CZK,8,9,2018,3_12842
KGS,8,9,2018,0_993217
DKK,8,9,2018,10_7797
TJS,8,9,2018,7_32399
INR,8,9,2018,0_961066
EUR,7,9,2018,79_3685
CNY,7,9,2018,9_99231
KZT,7,9,2018,0_183061
RUB,7,9,2018,1
BYN,7,9,2018,32_186
GBP,7,9,2018,88_1865
UZS,7,9,2018,0_00871963
UAH,7,9,2018,2_41937
TRY,7,9,2018,10_3191
MDL,7,9,2018,4_08075
HUF,7,9,2018,0_242565
CHF,7,9,2018,70_4049
CZK,7,9,2018,3_0884
KGS,7,9,2018,0_985567
DKK,7,9,2018,10_6523
TJS,7,9,2018,7_24143
INR,7,9,2018,0_948714
EUR,6,9,2018,79_1362
CNY,6,9,2018,10_0087
KZT,6,9,2018,0_184596
RUB,6,9,2018,1
BYN,6,9,2018,32_2938
GBP,6,9,2018,87_7077
UZS,6,9,2018,0_00874678
UAH,6,9,2018,2_41024
TRY,6,9,2018,10_2103
MDL,6,9,2018,4_09344
HUF,6,9,2018,0_240803
CHF,6,9,2018,70_2543
CZK,6,9,2018,3_07256
KGS,6,9,2018,0_991496
DKK,6,9,2018,10_6147
TJS,6,9,2018,7_27167
INR,6,9,2018,0_951963
EUR,5,9,2018,79_02
CNY,5,9,2018,9_99147
KZT,5,9,2018,0_185536
RUB,5,9,2018,1
BYN,5,9,2018,32_4572
GBP,5,9,2018,87_6566
UZS,5,9,2018,0_0087226
UAH,5,9,2018,2_39389
TRY,5,9,2018,10_2127
MDL,5,9,2018,4_0858
HUF,5,9,2018,0_240782
CHF,5,9,2018,70_125
CZK,5,9,2018,3_06738
KGS,5,9,2018,0_99235
DKK,5,9,2018,10_5933
TJS,5,9,2018,7_24597
INR,5,9,2018,0_957253
EUR,4,9,2018,78_6376
CNY,4,9,2018,9_93493
KZT,4,9,2018,0_18523
RUB,4,9,2018,1
BYN,4,9,2018,32_4913
GBP,4,9,2018,87_5189
UZS,4,9,2018,0_00865496
UAH,4,9,2018,2_3862
TRY,4,9,2018,10_2542
MDL,4,9,2018,4_07117
HUF,4,9,2018,0_240774
CHF,4,9,2018,69_8395
CZK,4,9,2018,3_05636
KGS,4,9,2018,0_986807
DKK,4,9,2018,10_5563
TJS,4,9,2018,7_19536
INR,4,9,2018,0_956368
EUR,3,9,2018,78_6376
CNY,3,9,2018,9_93493
KZT,3,9,2018,0_18523
RUB,3,9,2018,1
BYN,3,9,2018,32_4913
GBP,3,9,2018,87_5189
UZS,3,9,2018,0_00865496
UAH,3,9,2018,2_3862
TRY,3,9,2018,10_2542
MDL,3,9,2018,4_07117
HUF,3,9,2018,0_240774
CHF,3,9,2018,69_8395
CZK,3,9,2018,3_05636
KGS,3,9,2018,0_986807
DKK,3,9,2018,10_5563
TJS,3,9,2018,7_19536
INR,3,9,2018,0_956368
EUR,2,9,2018,78_6376
CNY,2,9,2018,9_93493
KZT,2,9,2018,0_18523
RUB,2,9,2018,1
BYN,2,9,2018,32_4913
GBP,2,9,2018,87_5189
UZS,2,9,2018,0_00865496
UAH,2,9,2018,2_3862
TRY,2,9,2018,10_2542
MDL,2,9,2018,4_07117
HUF,2,9,2018,0_240774
CHF,2,9,2018,69_8395
CZK,2,9,2018,3_05636
KGS,2,9,2018,0_986807
DKK,2,9,2018,10_5563
TJS,2,9,2018,7_19536
INR,2,9,2018,0_956368
EUR,1,9,2018,79_4966
CNY,1,9,2018,9_96466
KZT,1,9,2018,0_187126
RUB,1,9,2018,1
BYN,1,9,2018,32_6745
GBP,1,9,2018,88_533
UZS,1,9,2018,0_00869333
UAH,1,9,2018,2_40866
TRY,1,9,2018,10_3626
MDL,1,9,2018,4_05997
HUF,1,9,2018,0_2438
CHF,1,9,2018,70_4105
CZK,1,9,2018,3_08754
KGS,1,9,2018,0_985441
DKK,1,9,2018,10_6585
TJS,1,9,2018,7_22052
INR,1,9,2018,0_959423
EUR,31,8,2018,79_6765
CNY,31,8,2018,9_96037
KZT,31,8,2018,0_187229
RUB,31,8,2018,1
BYN,31,8,2018,32_7791
GBP,31,8,2018,88_4523
UZS,31,8,2018,0_00869812
UAH,31,8,2018,2_407
TRY,31,8,2018,10_3563
MDL,31,8,2018,4_08533
HUF,31,8,2018,0_243442
CHF,31,8,2018,70_1805
CZK,31,8,2018,3_0872
KGS,31,8,2018,0_985983
DKK,31,8,2018,10_6591
TJS,31,8,2018,7_22778
INR,31,8,2018,0_962053
EUR,30,8,2018,79_5594
CNY,30,8,2018,9_98887
KZT,30,8,2018,0_187428
RUB,30,8,2018,1
BYN,30,8,2018,32_8727
GBP,30,8,2018,87_7368
UZS,30,8,2018,0_00870617
UAH,30,8,2018,2_42165
TRY,30,8,2018,10_7002
MDL,30,8,2018,4_08299
HUF,30,8,2018,0_245056
CHF,30,8,2018,69_7779
CZK,30,8,2018,3_09146
KGS,30,8,2018,0_986895
DKK,30,8,2018,10_6692
TJS,30,8,2018,7_23025
INR,30,8,2018,0_966118
EUR,29,8,2018,78_76
CNY,29,8,2018,9_89968
KZT,29,8,2018,0_186405
RUB,29,8,2018,1
BYN,29,8,2018,32_738
GBP,29,8,2018,86_9413
UZS,29,8,2018,0_00860984
UAH,29,8,2018,2_40425
TRY,29,8,2018,10_8452
MDL,29,8,2018,4_0354
HUF,29,8,2018,0_243289
CHF,29,8,2018,68_9564
CZK,29,8,2018,3_06337
KGS,29,8,2018,0_980234
DKK,29,8,2018,10_5634
TJS,29,8,2018,7_15784
INR,29,8,2018,0_959372
EUR,28,8,2018,78_2269
CNY,28,8,2018,9_8865
KZT,28,8,2018,0_186394
RUB,28,8,2018,1
BYN,28,8,2018,32_8362
GBP,28,8,2018,86_5705
UZS,28,8,2018,0_00863638
UAH,28,8,2018,2_41997
TRY,28,8,2018,10_9855
MDL,28,8,2018,4_02131
HUF,28,8,2018,0_24175
CHF,28,8,2018,68_5409
CZK,28,8,2018,3_04053
KGS,28,8,2018,0_982453
DKK,28,8,2018,10_4975
TJS,28,8,2018,7_1584
INR,28,8,2018,0_962495
EUR,27,8,2018,78_2269
CNY,27,8,2018,9_8865
KZT,27,8,2018,0_186394
RUB,27,8,2018,1
BYN,27,8,2018,32_8362
GBP,27,8,2018,86_5705
UZS,27,8,2018,0_00863638
UAH,27,8,2018,2_41997
TRY,27,8,2018,10_9855
MDL,27,8,2018,4_02131
HUF,27,8,2018,0_24175
CHF,27,8,2018,68_5409
CZK,27,8,2018,3_04053
KGS,27,8,2018,0_982453
DKK,27,8,2018,10_4975
TJS,27,8,2018,7_1584
INR,27,8,2018,0_962495
EUR,26,8,2018,78_2269
CNY,26,8,2018,9_8865
KZT,26,8,2018,0_186394
RUB,26,8,2018,1
BYN,26,8,2018,32_8362
GBP,26,8,2018,86_5705
UZS,26,8,2018,0_00863638
UAH,26,8,2018,2_41997
TRY,26,8,2018,10_9855
MDL,26,8,2018,4_02131
HUF,26,8,2018,0_24175
CHF,26,8,2018,68_5409
CZK,26,8,2018,3_04053
KGS,26,8,2018,0_982453
DKK,26,8,2018,10_4975
TJS,26,8,2018,7_1584
INR,26,8,2018,0_962495
EUR,25,8,2018,78_4072
CNY,25,8,2018,9_85536
KZT,25,8,2018,0_18798
RUB,25,8,2018,1
BYN,25,8,2018,32_9755
GBP,25,8,2018,87_0099
UZS,25,8,2018,0_00868697
UAH,25,8,2018,2_43503
TRY,25,8,2018,11_1137
MDL,25,8,2018,4_05692
HUF,25,8,2018,0_241917
CHF,25,8,2018,68_8514
CZK,25,8,2018,3_0485
KGS,25,8,2018,0_991098
DKK,25,8,2018,10_5137
TJS,25,8,2018,7_19529
INR,25,8,2018,0_96627
EUR,24,8,2018,79_2502
CNY,24,8,2018,9_96871
KZT,24,8,2018,0_189178
RUB,24,8,2018,1
BYN,24,8,2018,33_3087
GBP,24,8,2018,88_1517
UZS,24,8,2018,0_00878113
UAH,24,8,2018,2_45921
TRY,24,8,2018,11_2718
MDL,24,8,2018,4_10089
HUF,24,8,2018,0_244134
CHF,24,8,2018,69_6614
CZK,24,8,2018,3_07629
KGS,24,8,2018,0_995293
DKK,24,8,2018,10_6181
TJS,24,8,2018,7_27065
INR,24,8,2018,0_97744
EUR,23,8,2018,78_1983
CNY,23,8,2018,9_87676
KZT,23,8,2018,0_186384
RUB,23,8,2018,1
BYN,23,8,2018,33_1047
GBP,23,8,2018,87_0425
UZS,23,8,2018,0_00866455
UAH,23,8,2018,2_42483
TRY,23,8,2018,11_1282
MDL,23,8,2018,4_04283
HUF,23,8,2018,0_24153
CHF,23,8,2018,68_6739
CZK,23,8,2018,3_03586
KGS,23,8,2018,0_978528
DKK,23,8,2018,10_4767
TJS,23,8,2018,7_18176
INR,23,8,2018,0_967883
EUR,22,8,2018,77_3491
CNY,22,8,2018,9_8145
KZT,22,8,2018,0_185971
RUB,22,8,2018,1
BYN,22,8,2018,32_9063
GBP,22,8,2018,86_1495
UZS,22,8,2018,0_00860844
UAH,22,8,2018,2_42609
TRY,22,8,2018,10_9588
MDL,22,8,2018,4_01664
HUF,22,8,2018,0_239431
CHF,22,8,2018,67_9942
CZK,22,8,2018,3_00843
KGS,22,8,2018,0_968964
DKK,22,8,2018,10_3766
TJS,22,8,2018,7_12888
INR,22,8,2018,0_963752
EUR,21,8,2018,76_7204
CNY,21,8,2018,9_80454
KZT,21,8,2018,0_186029
RUB,21,8,2018,1
BYN,21,8,2018,32_8512
GBP,21,8,2018,85_5681
UZS,21,8,2018,0_00862397
UAH,21,8,2018,2_4253
TRY,21,8,2018,10_9954
MDL,21,8,2018,4_01318
HUF,21,8,2018,0_236827
CHF,21,8,2018,67_4844
CZK,21,8,2018,2_98263
KGS,21,8,2018,0_968789
DKK,21,8,2018,10_2794
TJS,21,8,2018,7_1355
INR,21,8,2018,0_964963
EUR,20,8,2018,76_7204
CNY,20,8,2018,9_80454
KZT,20,8,2018,0_186029
RUB,20,8,2018,1
BYN,20,8,2018,32_8512
GBP,20,8,2018,85_5681
UZS,20,8,2018,0_00862397
UAH,20,8,2018,2_4253
TRY,20,8,2018,10_9954
MDL,20,8,2018,4_01318
HUF,20,8,2018,0_236827
CHF,20,8,2018,67_4844
CZK,20,8,2018,2_98263
KGS,20,8,2018,0_968789
DKK,20,8,2018,10_2794
TJS,20,8,2018,7_1355
INR,20,8,2018,0_964963
EUR,19,8,2018,76_7204
CNY,19,8,2018,9_80454
KZT,19,8,2018,0_186029
RUB,19,8,2018,1
BYN,19,8,2018,32_8512
GBP,19,8,2018,85_5681
UZS,19,8,2018,0_00862397
UAH,19,8,2018,2_4253
TRY,19,8,2018,10_9954
MDL,19,8,2018,4_01318
HUF,19,8,2018,0_236827
CHF,19,8,2018,67_4844
CZK,19,8,2018,2_98263
KGS,19,8,2018,0_968789
DKK,19,8,2018,10_2794
TJS,19,8,2018,7_1355
INR,19,8,2018,0_964963
EUR,18,8,2018,76_1848
CNY,18,8,2018,9_71875
KZT,18,8,2018,0_185647
RUB,18,8,2018,1
BYN,18,8,2018,32_6701
GBP,18,8,2018,85_0993
UZS,18,8,2018,0_00858481
UAH,18,8,2018,2_39226
TRY,18,8,2018,11_4936
MDL,18,8,2018,4_01415
HUF,18,8,2018,0_23621
CHF,18,8,2018,67_1713
CZK,18,8,2018,2_9677
KGS,18,8,2018,0_964322
DKK,18,8,2018,10_2335
TJS,18,8,2018,7_1031
INR,18,8,2018,0_953324
EUR,17,8,2018,76_0576
CNY,17,8,2018,9_69959
KZT,17,8,2018,0_185392
RUB,17,8,2018,1
BYN,17,8,2018,32_599
GBP,17,8,2018,84_9677
UZS,17,8,2018,0_00858684
UAH,17,8,2018,2_4171
TRY,17,8,2018,11_4878
MDL,17,8,2018,4_0152
HUF,17,8,2018,0_235068
CHF,17,8,2018,67_3715
CZK,17,8,2018,2_95968
KGS,17,8,2018,0_962492
DKK,17,8,2018,10_2082
TJS,17,8,2018,7_09742
INR,17,8,2018,0_951336
EUR,16,8,2018,75_2253
CNY,16,8,2018,9_61334
KZT,16,8,2018,0_183835
RUB,16,8,2018,1
BYN,16,8,2018,32_3633
GBP,16,8,2018,84_4318
UZS,16,8,2018,0_0085206
UAH,16,8,2018,2_41855
TRY,16,8,2018,10_9286
MDL,16,8,2018,3_99261
HUF,16,8,2018,0_232988
CHF,16,8,2018,66_5769
CZK,16,8,2018,2_9292
KGS,16,8,2018,0_955068
DKK,16,8,2018,10_0919
TJS,16,8,2018,7_04566
INR,16,8,2018,0_949331
EUR,15,8,2018,76_2325
CNY,15,8,2018,9_69888
KZT,15,8,2018,0_184239
RUB,15,8,2018,1
BYN,15,8,2018,32_5389
GBP,15,8,2018,85_3978
UZS,15,8,2018,0_00856902
UAH,15,8,2018,2_43005
TRY,15,8,2018,10_2848
MDL,15,8,2018,4_02615
HUF,15,8,2018,0_236032
CHF,15,8,2018,67_2647
