curr,d,m,y,rate
GBP,4,12,2019,83_2538
UZS,4,12,2019,0_00673387
UAH,4,12,2019,2_67948
TRY,4,12,2019,11_1523
MDL,4,12,2019,3_66515
HUF,4,12,2019,0_213868
CHF,4,12,2019,64_7749
CZK,4,12,2019,2_7835
KGS,4,12,2019,0_916287
DKK,4,12,2019,9_5145
TJS,4,12,2019,6_61518
INR,4,12,2019,0_895468
EUR,3,12,2019,70_973
CNY,3,12,2019,9_14339
KZT,3,12,2019,0_166616
RUB,3,12,2019,1
BYN,3,12,2019,30_5491
GBP,3,12,2019,83_2238
UZS,3,12,2019,0_00677284
UAH,3,12,2019,2_68766
TRY,3,12,2019,11_2155
MDL,3,12,2019,3_6753
HUF,3,12,2019,0_212286
CHF,3,12,2019,64_4097
CZK,3,12,2019,2_77778
KGS,3,12,2019,0_920402
DKK,3,12,2019,9_49855
TJS,3,12,2019,6_64703
INR,3,12,2019,0_897477
EUR,2,12,2019,70_973
CNY,2,12,2019,9_14339
KZT,2,12,2019,0_166616
RUB,2,12,2019,1
BYN,2,12,2019,30_5491
GBP,2,12,2019,83_2238
UZS,2,12,2019,0_00677284
UAH,2,12,2019,2_68766
TRY,2,12,2019,11_2155
MDL,2,12,2019,3_6753
HUF,2,12,2019,0_212286
CHF,2,12,2019,64_4097
CZK,2,12,2019,2_77778
KGS,2,12,2019,0_920402
DKK,2,12,2019,9_49855
TJS,2,12,2019,6_64703
INR,2,12,2019,0_897477
EUR,1,12,2019,70_973
CNY,1,12,2019,9_14339
KZT,1,12,2019,0_166616
RUB,1,12,2019,1
BYN,1,12,2019,30_5491
GBP,1,12,2019,83_2238
UZS,1,12,2019,0_00677284
UAH,1,12,2019,2_68766
TRY,1,12,2019,11_2155
MDL,1,12,2019,3_6753
HUF,1,12,2019,0_212286
CHF,1,12,2019,64_4097
CZK,1,12,2019,2_77778
KGS,1,12,2019,0_920402
DKK,1,12,2019,9_49855
TJS,1,12,2019,6_64703
INR,1,12,2019,0_897477
EUR,30,11,2019,70_5475
CNY,30,11,2019,9_11948
KZT,30,11,2019,0_165875
RUB,30,11,2019,1
BYN,30,11,2019,30_4022
GBP,30,11,2019,82_7167
UZS,30,11,2019,0_00673835
UAH,30,11,2019,2_67341
TRY,30,11,2019,11_1388
MDL,30,11,2019,3_66391
HUF,30,11,2019,0_210056
CHF,30,11,2019,64_178
CZK,30,11,2019,2_75929
KGS,30,11,2019,0_915453
DKK,30,11,2019,9_4428
TJS,30,11,2019,6_61318
INR,30,11,2019,0_891944
EUR,29,11,2019,70_5747
CNY,29,11,2019,9_11464
KZT,29,11,2019,0_165838
RUB,29,11,2019,1
BYN,29,11,2019,30_3391
GBP,29,11,2019,82_9525
UZS,29,11,2019,0_0067512
UAH,29,11,2019,2_66613
TRY,29,11,2019,11_1168
MDL,29,11,2019,3_66708
HUF,29,11,2019,0_209777
CHF,29,11,2019,64_1711
CZK,29,11,2019,2_76295
KGS,29,11,2019,0_915721
DKK,29,11,2019,9_44474
TJS,29,11,2019,6_61225
INR,29,11,2019,0_896354
EUR,28,11,2019,70_4398
CNY,28,11,2019,9_10468
KZT,28,11,2019,0_165562
RUB,28,11,2019,1
BYN,28,11,2019,30_4427
GBP,28,11,2019,82_1595
UZS,28,11,2019,0_00673771
UAH,28,11,2019,2_66912
TRY,28,11,2019,11_1065
MDL,28,11,2019,3_66813
HUF,28,11,2019,0_209721
CHF,28,11,2019,64_1004
CZK,28,11,2019,2_76135
KGS,28,11,2019,0_913889
DKK,28,11,2019,9_42597
TJS,28,11,2019,6_59949
INR,28,11,2019,0_896283
EUR,27,11,2019,70_5159
CNY,27,11,2019,9_09909
KZT,27,11,2019,0_165524
RUB,27,11,2019,1
BYN,27,11,2019,30_8489
GBP,27,11,2019,82_418
UZS,27,11,2019,0_00674313
UAH,27,11,2019,2_67141
TRY,27,11,2019,11_1375
MDL,27,11,2019,3_67637
HUF,27,11,2019,0_209358
CHF,27,11,2019,64_1201
CZK,27,11,2019,2_764
KGS,27,11,2019,0_914758
DKK,27,11,2019,9_43707
TJS,27,11,2019,6_60353
INR,27,11,2019,0_894164
EUR,26,11,2019,70_3122
CNY,26,11,2019,9_06739
KZT,26,11,2019,0_165116
RUB,26,11,2019,1
BYN,26,11,2019,30_9472
GBP,26,11,2019,82_0766
UZS,26,11,2019,0_00670491
UAH,26,11,2019,2_64978
TRY,26,11,2019,11_1308
MDL,26,11,2019,3_66774
HUF,26,11,2019,0_210309
CHF,26,11,2019,63_9556
CZK,26,11,2019,2_75938
KGS,26,11,2019,0_91091
DKK,26,11,2019,9_41051
TJS,26,11,2019,6_58213
INR,26,11,2019,0_889405
EUR,25,11,2019,70_3122
CNY,25,11,2019,9_06739
KZT,25,11,2019,0_165116
RUB,25,11,2019,1
BYN,25,11,2019,30_9472
GBP,25,11,2019,82_0766
UZS,25,11,2019,0_00670491
UAH,25,11,2019,2_64978
TRY,25,11,2019,11_1308
MDL,25,11,2019,3_66774
HUF,25,11,2019,0_210309
CHF,25,11,2019,63_9556
CZK,25,11,2019,2_75938
KGS,25,11,2019,0_91091
DKK,25,11,2019,9_41051
TJS,25,11,2019,6_58213
INR,25,11,2019,0_889405
EUR,24,11,2019,70_3122
CNY,24,11,2019,9_06739
KZT,24,11,2019,0_165116
RUB,24,11,2019,1
BYN,24,11,2019,30_9472
GBP,24,11,2019,82_0766
UZS,24,11,2019,0_00670491
UAH,24,11,2019,2_64978
TRY,24,11,2019,11_1308
MDL,24,11,2019,3_66774
HUF,24,11,2019,0_210309
CHF,24,11,2019,63_9556
CZK,24,11,2019,2_75938
KGS,24,11,2019,0_91091
DKK,24,11,2019,9_41051
TJS,24,11,2019,6_58213
INR,24,11,2019,0_889405
EUR,23,11,2019,70_5207
CNY,23,11,2019,9_05539
KZT,23,11,2019,0_165127
RUB,23,11,2019,1
BYN,23,11,2019,31_0902
GBP,23,11,2019,82_3262
UZS,23,11,2019,0_00669927
UAH,23,11,2019,2_63374
TRY,23,11,2019,11_1729
MDL,23,11,2019,3_6615
HUF,23,11,2019,0_210695
CHF,23,11,2019,64_1205
CZK,23,11,2019,2_76352
KGS,23,11,2019,0_910144
DKK,23,11,2019,9_43937
TJS,23,11,2019,6_57144
INR,23,11,2019,0_887432
EUR,22,11,2019,70_6997
CNY,22,11,2019,9_07183
KZT,22,11,2019,0_165257
RUB,22,11,2019,1
BYN,22,11,2019,31_1916
GBP,22,11,2019,82_5937
UZS,22,11,2019,0_00671964
UAH,22,11,2019,2_63705
TRY,22,11,2019,11_1897
MDL,22,11,2019,3_68651
HUF,22,11,2019,0_212082
CHF,22,11,2019,64_4553
CZK,22,11,2019,2_77193
KGS,22,11,2019,0_912043
DKK,22,11,2019,9_46411
TJS,22,11,2019,6_58406
INR,22,11,2019,0_889395
EUR,21,11,2019,70_8524
CNY,21,11,2019,9_0982
KZT,21,11,2019,0_165184
RUB,21,11,2019,1
BYN,21,11,2019,31_2299
GBP,21,11,2019,82_6067
UZS,21,11,2019,0_00673908
UAH,21,11,2019,2_64797
TRY,21,11,2019,11_221
MDL,21,11,2019,3_67939
HUF,21,11,2019,0_212671
CHF,21,11,2019,64_5897
CZK,21,11,2019,2_77148
KGS,21,11,2019,0_91459
DKK,21,11,2019,9_47677
TJS,21,11,2019,6_60265
INR,21,11,2019,0_890514
EUR,20,11,2019,70_6286
CNY,20,11,2019,9_07969
KZT,20,11,2019,0_164671
RUB,20,11,2019,1
BYN,20,11,2019,31_2368
GBP,20,11,2019,82_6371
UZS,20,11,2019,0_00671228
UAH,20,11,2019,2_63171
TRY,20,11,2019,11_1316
MDL,20,11,2019,3_64834
HUF,20,11,2019,0_210427
CHF,20,11,2019,64_3977
CZK,20,11,2019,2_76014
KGS,20,11,2019,0_911043
DKK,20,11,2019,9_44799
TJS,20,11,2019,6_5965
INR,20,11,2019,0_887659
EUR,19,11,2019,70_5313
CNY,19,11,2019,9_09164
KZT,19,11,2019,0_164516
RUB,19,11,2019,1
BYN,19,11,2019,31_1726
GBP,19,11,2019,82_5681
UZS,19,11,2019,0_00671097
UAH,19,11,2019,2_63951
TRY,19,11,2019,11_1111
MDL,19,11,2019,3_6431
HUF,19,11,2019,0_210667
CHF,19,11,2019,64_3852
CZK,19,11,2019,2_75551
KGS,19,11,2019,0_910774
DKK,19,11,2019,9_44017
TJS,19,11,2019,6_57626
INR,19,11,2019,0_888257
EUR,18,11,2019,70_5313
CNY,18,11,2019,9_09164
KZT,18,11,2019,0_164516
RUB,18,11,2019,1
BYN,18,11,2019,31_1726
GBP,18,11,2019,82_5681
UZS,18,11,2019,0_00671097
UAH,18,11,2019,2_63951
TRY,18,11,2019,11_1111
MDL,18,11,2019,3_6431
HUF,18,11,2019,0_210667
CHF,18,11,2019,64_3852
CZK,18,11,2019,2_75551
KGS,18,11,2019,0_910774
DKK,18,11,2019,9_44017
TJS,18,11,2019,6_57626
INR,18,11,2019,0_888257
EUR,17,11,2019,70_5313
CNY,17,11,2019,9_09164
KZT,17,11,2019,0_164516
RUB,17,11,2019,1
BYN,17,11,2019,31_1726
GBP,17,11,2019,82_5681
UZS,17,11,2019,0_00671097
UAH,17,11,2019,2_63951
TRY,17,11,2019,11_1111
MDL,17,11,2019,3_6431
HUF,17,11,2019,0_210667
CHF,17,11,2019,64_3852
CZK,17,11,2019,2_75551
KGS,17,11,2019,0_910774
DKK,17,11,2019,9_44017
TJS,17,11,2019,6_57626
INR,17,11,2019,0_888257
EUR,16,11,2019,70_4111
CNY,16,11,2019,9_11099
KZT,16,11,2019,0_164543
RUB,16,11,2019,1
BYN,16,11,2019,31_2076
GBP,16,11,2019,82_2432
UZS,16,11,2019,0_00672506
UAH,16,11,2019,2_63578
TRY,16,11,2019,11_0759
MDL,16,11,2019,3_64512
HUF,16,11,2019,0_210407
CHF,16,11,2019,64_6183
CZK,16,11,2019,2_74799
KGS,16,11,2019,0_912687
DKK,16,11,2019,9_42219
TJS,16,11,2019,6_58783
INR,16,11,2019,0_890352
EUR,15,11,2019,70_6761
CNY,15,11,2019,9_14674
KZT,15,11,2019,0_165309
RUB,15,11,2019,1
BYN,15,11,2019,31_2458
GBP,15,11,2019,82_4458
UZS,15,11,2019,0_00675896
UAH,15,11,2019,2_64834
TRY,15,11,2019,11_1129
MDL,15,11,2019,3_64571
HUF,15,11,2019,0_211761
CHF,15,11,2019,65_0097
CZK,15,11,2019,2_76601
KGS,15,11,2019,0_919257
DKK,15,11,2019,9_46145
TJS,15,11,2019,6_62069
INR,15,11,2019,0_892253
EUR,14,11,2019,70_6724
CNY,14,11,2019,9_15038
KZT,14,11,2019,0_164882
RUB,14,11,2019,1
BYN,14,11,2019,31_2337
GBP,14,11,2019,82_4019
UZS,14,11,2019,0_00676155
UAH,14,11,2019,2_64127
TRY,14,11,2019,11_1354
MDL,14,11,2019,3_65817
HUF,14,11,2019,0_210979
CHF,14,11,2019,64_7317
CZK,14,11,2019,2_76299
KGS,14,11,2019,0_917253
DKK,14,11,2019,9_45229
TJS,14,11,2019,6_62206
INR,14,11,2019,0_894724
EUR,13,11,2019,70_4235
CNY,13,11,2019,9_11756
KZT,13,11,2019,0_164157
RUB,13,11,2019,1
BYN,13,11,2019,31_1463
GBP,13,11,2019,81_9298
UZS,13,11,2019,0_00672491
UAH,13,11,2019,2_61026
TRY,13,11,2019,11_0474
MDL,13,11,2019,3_65187
HUF,13,11,2019,0_210757
CHF,13,11,2019,64_1932
CZK,13,11,2019,2_75954
KGS,13,11,2019,0_912282
DKK,13,11,2019,9_42104
TJS,13,11,2019,6_5855
INR,13,11,2019,0_891908
EUR,12,11,2019,70_4759
CNY,12,11,2019,9_12131
KZT,12,11,2019,0_16433
RUB,12,11,2019,1
BYN,12,11,2019,31_1964
GBP,12,11,2019,81_7947
UZS,12,11,2019,0_00674178
UAH,12,11,2019,2_60628
TRY,12,11,2019,11_0508
MDL,12,11,2019,3_66889
HUF,12,11,2019,0_210872
CHF,12,11,2019,64_1301
CZK,12,11,2019,2_76239
KGS,12,11,2019,0_913406
DKK,12,11,2019,9_4274
TJS,12,11,2019,6_59568
INR,12,11,2019,0_894212
EUR,11,11,2019,70_4759
CNY,11,11,2019,9_12131
KZT,11,11,2019,0_16433
RUB,11,11,2019,1
BYN,11,11,2019,31_1964
GBP,11,11,2019,81_7947
UZS,11,11,2019,0_00674178
UAH,11,11,2019,2_60628
TRY,11,11,2019,11_0508
MDL,11,11,2019,3_66889
HUF,11,11,2019,0_210872
CHF,11,11,2019,64_1301
CZK,11,11,2019,2_76239
KGS,11,11,2019,0_913406
DKK,11,11,2019,9_4274
TJS,11,11,2019,6_59568
INR,11,11,2019,0_894212
EUR,10,11,2019,70_4759
CNY,10,11,2019,9_12131
KZT,10,11,2019,0_16433
RUB,10,11,2019,1
BYN,10,11,2019,31_1964
GBP,10,11,2019,81_7947
UZS,10,11,2019,0_00674178
UAH,10,11,2019,2_60628
TRY,10,11,2019,11_0508
MDL,10,11,2019,3_66889
HUF,10,11,2019,0_210872
CHF,10,11,2019,64_1301
CZK,10,11,2019,2_76239
KGS,10,11,2019,0_913406
DKK,10,11,2019,9_4274
TJS,10,11,2019,6_59568
INR,10,11,2019,0_894212
EUR,9,11,2019,70_4211
CNY,9,11,2019,9_11959
KZT,9,11,2019,0_163987
RUB,9,11,2019,1
BYN,9,11,2019,31_2048
GBP,9,11,2019,81_663
UZS,9,11,2019,0_00672252
UAH,9,11,2019,2_59857
TRY,9,11,2019,11_0688
MDL,9,11,2019,3_65736
HUF,9,11,2019,0_21155
CHF,9,11,2019,64_0176
CZK,9,11,2019,2_75587
KGS,9,11,2019,0_910796
DKK,9,11,2019,9_42061
TJS,9,11,2019,6_57683
INR,9,11,2019,0_895423
EUR,8,11,2019,70_5489
CNY,8,11,2019,9_11898
KZT,8,11,2019,0_163893
RUB,8,11,2019,1
BYN,8,11,2019,31_2171
GBP,8,11,2019,81_9756
UZS,8,11,2019,0_00672388
UAH,8,11,2019,2_59782
TRY,8,11,2019,11_089
MDL,8,11,2019,3_66053
HUF,8,11,2019,0_212489
CHF,8,11,2019,64_192
CZK,8,11,2019,2_76533
KGS,8,11,2019,0_9108
DKK,8,11,2019,9_44691
TJS,8,11,2019,6_57347
INR,8,11,2019,0_898489
EUR,7,11,2019,70_4301
CNY,7,11,2019,9_08517
KZT,7,11,2019,0_163476
RUB,7,11,2019,1
BYN,7,11,2019,31_1248
GBP,7,11,2019,81_9141
UZS,7,11,2019,0_00671468
UAH,7,11,2019,2_57207
TRY,7,11,2019,11_0361
MDL,7,11,2019,3_64924
HUF,7,11,2019,0_212403
CHF,7,11,2019,64_0621
CZK,7,11,2019,2_76157
KGS,7,11,2019,0_908757
DKK,7,11,2019,9_42966
TJS,7,11,2019,6_5579
INR,7,11,2019,0_89641
EUR,6,11,2019,70_4203
CNY,6,11,2019,9_03672
KZT,6,11,2019,0_162853
RUB,6,11,2019,1
BYN,6,11,2019,31_0085
GBP,6,11,2019,81_5773
UZS,6,11,2019,0_00667878
UAH,6,11,2019,2_55821
TRY,6,11,2019,11_0336
MDL,6,11,2019,3_63494
HUF,6,11,2019,0_213994
CHF,6,11,2019,63_9515
CZK,6,11,2019,2_76084
KGS,6,11,2019,0_904008
DKK,6,11,2019,9_42818
TJS,6,11,2019,6_52714
INR,6,11,2019,0_895179
EUR,5,11,2019,70_4203
CNY,5,11,2019,9_03672
KZT,5,11,2019,0_162853
RUB,5,11,2019,1
BYN,5,11,2019,31_0085
GBP,5,11,2019,81_5773
UZS,5,11,2019,0_00667878
UAH,5,11,2019,2_55821
TRY,5,11,2019,11_0336
MDL,5,11,2019,3_63494
HUF,5,11,2019,0_213994
CHF,5,11,2019,63_9515
CZK,5,11,2019,2_76084
KGS,5,11,2019,0_904008
DKK,5,11,2019,9_42818
TJS,5,11,2019,6_52714
INR,5,11,2019,0_895179
EUR,4,11,2019,70_4203
CNY,4,11,2019,9_03672
KZT,4,11,2019,0_162853
RUB,4,11,2019,1
BYN,4,11,2019,31_0085
GBP,4,11,2019,81_5773
UZS,4,11,2019,0_00667878
UAH,4,11,2019,2_55821
TRY,4,11,2019,11_0336
MDL,4,11,2019,3_63494
HUF,4,11,2019,0_213994
CHF,4,11,2019,63_9515
CZK,4,11,2019,2_76084
KGS,4,11,2019,0_904008
DKK,4,11,2019,9_42818
TJS,4,11,2019,6_52714
INR,4,11,2019,0_895179
EUR,3,11,2019,70_4203
CNY,3,11,2019,9_03672
KZT,3,11,2019,0_162853
RUB,3,11,2019,1
BYN,3,11,2019,31_0085
GBP,3,11,2019,81_5773
UZS,3,11,2019,0_00667878
UAH,3,11,2019,2_55821
TRY,3,11,2019,11_0336
MDL,3,11,2019,3_63494
HUF,3,11,2019,0_213994
CHF,3,11,2019,63_9515
CZK,3,11,2019,2_76084
KGS,3,11,2019,0_904008
DKK,3,11,2019,9_42818
TJS,3,11,2019,6_52714
INR,3,11,2019,0_895179
EUR,2,11,2019,71_4785
CNY,2,11,2019,9_09811
KZT,2,11,2019,0_164392
RUB,2,11,2019,1
BYN,2,11,2019,31_1908
GBP,2,11,2019,83_0106
UZS,2,11,2019,0_00676867
UAH,2,11,2019,2_59684
TRY,2,11,2019,11_1781
MDL,2,11,2019,3_66314
HUF,2,11,2019,0_217683
CHF,2,11,2019,64_9408
CZK,2,11,2019,2_79761
KGS,2,11,2019,0_915326
DKK,2,11,2019,9_56324
TJS,2,11,2019,6_60801
INR,2,11,2019,0_903285
EUR,1,11,2019,71_1918
CNY,1,11,2019,9_0651
KZT,1,11,2019,0_164083
RUB,1,11,2019,1
BYN,1,11,2019,31_099
GBP,1,11,2019,82_5565
UZS,1,11,2019,0_00674152
UAH,1,11,2019,2_56843
TRY,1,11,2019,11_1651
MDL,1,11,2019,3_64219
HUF,1,11,2019,0_216149
CHF,1,11,2019,64_569
CZK,1,11,2019,2_79041
KGS,1,11,2019,0_911655
DKK,1,11,2019,9_52844
TJS,1,11,2019,6_57811
INR,1,11,2019,0_900107
EUR,31,10,2019,71_0081
CNY,31,10,2019,9_04863
KZT,31,10,2019,0_164345
RUB,31,10,2019,1
BYN,31,10,2019,31_1168
GBP,31,10,2019,82_237
UZS,31,10,2019,0_00675195
UAH,31,10,2019,2_55632
TRY,31,10,2019,11_1239
MDL,31,10,2019,3_63951
HUF,31,10,2019,0_215356
CHF,31,10,2019,64_382
CZK,31,10,2019,2_78043
KGS,31,10,2019,0_912917
DKK,31,10,2019,9_50596
TJS,31,10,2019,6_58828
INR,31,10,2019,0_900145
EUR,30,10,2019,70_7769
CNY,30,10,2019,9_03637
KZT,30,10,2019,0_164513
RUB,30,10,2019,1
BYN,30,10,2019,31_006
GBP,30,10,2019,82_0114
UZS,30,10,2019,0_00674518
UAH,30,10,2019,2_53742
TRY,30,10,2019,11_1239
MDL,30,10,2019,3_63715
HUF,30,10,2019,0_215554
CHF,30,10,2019,64_0948
CZK,30,10,2019,2_76772
KGS,30,10,2019,0_912157
DKK,30,10,2019,9_46978
TJS,30,10,2019,6_58299
INR,30,10,2019,0_901136
EUR,29,10,2019,70_8382
CNY,29,10,2019,9_04482
KZT,29,10,2019,0_164645
RUB,29,10,2019,1
BYN,29,10,2019,31_2063
GBP,29,10,2019,82_0027
UZS,29,10,2019,0_0067598
UAH,29,10,2019,2_54957
TRY,29,10,2019,11_1169
MDL,29,10,2019,3_63932
HUF,29,10,2019,0_215406
CHF,29,10,2019,64_191
CZK,29,10,2019,2_77123
KGS,29,10,2019,0_912689
DKK,29,10,2019,9_48456
TJS,29,10,2019,6_59133
INR,29,10,2019,0_902291
EUR,28,10,2019,70_8382
CNY,28,10,2019,9_04482
KZT,28,10,2019,0_164645
RUB,28,10,2019,1
BYN,28,10,2019,31_2063
GBP,28,10,2019,82_0027
UZS,28,10,2019,0_0067598
UAH,28,10,2019,2_54957
TRY,28,10,2019,11_1169
MDL,28,10,2019,3_63932
HUF,28,10,2019,0_215406
CHF,28,10,2019,64_191
CZK,28,10,2019,2_77123
KGS,28,10,2019,0_912689
DKK,28,10,2019,9_48456
TJS,28,10,2019,6_59133
INR,28,10,2019,0_902291
EUR,27,10,2019,70_8382
CNY,27,10,2019,9_04482
KZT,27,10,2019,0_164645
RUB,27,10,2019,1
BYN,27,10,2019,31_2063
GBP,27,10,2019,82_0027
UZS,27,10,2019,0_0067598
UAH,27,10,2019,2_54957
TRY,27,10,2019,11_1169
MDL,27,10,2019,3_63932
HUF,27,10,2019,0_215406
CHF,27,10,2019,64_191
CZK,27,10,2019,2_77123
KGS,27,10,2019,0_912689
DKK,27,10,2019,9_48456
TJS,27,10,2019,6_59133
INR,27,10,2019,0_902291
EUR,26,10,2019,71_1194
CNY,26,10,2019,9_05006
KZT,26,10,2019,0_164476
RUB,26,10,2019,1
BYN,26,10,2019,31_2927
GBP,26,10,2019,82_2228
UZS,26,10,2019,0_00676497
UAH,26,10,2019,2_54151
TRY,26,10,2019,11_0842
MDL,26,10,2019,3_65486
HUF,26,10,2019,0_216223
CHF,26,10,2019,64_5322
CZK,26,10,2019,2_7792
KGS,26,10,2019,0_914727
DKK,26,10,2019,9_52543
TJS,26,10,2019,6_6044
INR,26,10,2019,0_902447
EUR,25,10,2019,71_14
CNY,25,10,2019,9_03253
KZT,25,10,2019,0_164129
RUB,25,10,2019,1
BYN,25,10,2019,31_261
GBP,25,10,2019,82_3794
UZS,25,10,2019,0_00676483
UAH,25,10,2019,2_53942
TRY,25,10,2019,11_1129
MDL,25,10,2019,3_66012
HUF,25,10,2019,0_215765
CHF,25,10,2019,64_453
CZK,25,10,2019,2_77339
KGS,25,10,2019,0_912638
DKK,25,10,2019,9_51119
TJS,25,10,2019,6_58704
INR,25,10,2019,0_898456
EUR,24,10,2019,70_9644
CNY,24,10,2019,9_01839
KZT,24,10,2019,0_163936
RUB,24,10,2019,1
BYN,24,10,2019,31_2682
GBP,24,10,2019,82_0528
UZS,24,10,2019,0_00675844
UAH,24,10,2019,2_56095
TRY,24,10,2019,11_03
MDL,24,10,2019,3_66876
HUF,24,10,2019,0_215601
CHF,24,10,2019,64_4572
CZK,24,10,2019,2_77438
KGS,24,10,2019,0_912219
DKK,24,10,2019,9_49853
TJS,24,10,2019,6_58408
INR,24,10,2019,0_899411
EUR,23,10,2019,70_9196
CNY,23,10,2019,8_98526
KZT,23,10,2019,0_163203
RUB,23,10,2019,1
BYN,23,10,2019,31_222
GBP,23,10,2019,82_3419
UZS,23,10,2019,0_00674085
UAH,23,10,2019,2_56315
TRY,23,10,2019,10_893
MDL,23,10,2019,3_66395
HUF,23,10,2019,0_214656
CHF,23,10,2019,64_3739
CZK,23,10,2019,2_77102
KGS,23,10,2019,0_909844
DKK,23,10,2019,9_48594
TJS,23,10,2019,6_56693
INR,23,10,2019,0_897145
EUR,22,10,2019,71_1696
CNY,22,10,2019,9_02039
KZT,22,10,2019,0_16352
RUB,22,10,2019,1
BYN,22,10,2019,31_2966
GBP,22,10,2019,82_9398
UZS,22,10,2019,0_00676326
UAH,22,10,2019,2_54686
TRY,22,10,2019,10_9451
MDL,22,10,2019,3_67285
HUF,22,10,2019,0_215735
CHF,22,10,2019,64_7447
CZK,22,10,2019,2_78145
KGS,22,10,2019,0_911478
DKK,22,10,2019,9_54
TJS,22,10,2019,6_58004
INR,22,10,2019,0_900109
EUR,21,10,2019,71_1696
CNY,21,10,2019,9_02039
KZT,21,10,2019,0_16352
RUB,21,10,2019,1
BYN,21,10,2019,31_2966
GBP,21,10,2019,82_9398
UZS,21,10,2019,0_00676326
UAH,21,10,2019,2_54686
TRY,21,10,2019,10_9451
MDL,21,10,2019,3_67285
HUF,21,10,2019,0_215735
CHF,21,10,2019,64_7447
CZK,21,10,2019,2_78145
KGS,21,10,2019,0_911478
DKK,21,10,2019,9_54
TJS,21,10,2019,6_58004
INR,21,10,2019,0_900109
EUR,20,10,2019,71_1696
CNY,20,10,2019,9_02039
KZT,20,10,2019,0_16352
RUB,20,10,2019,1
BYN,20,10,2019,31_2966
GBP,20,10,2019,82_9398
UZS,20,10,2019,0_00676326
UAH,20,10,2019,2_54686
TRY,20,10,2019,10_9451
MDL,20,10,2019,3_67285
HUF,20,10,2019,0_215735
CHF,20,10,2019,64_7447
CZK,20,10,2019,2_78145
KGS,20,10,2019,0_911478
DKK,20,10,2019,9_54
TJS,20,10,2019,6_58004
INR,20,10,2019,0_900109
EUR,19,10,2019,71_1299
CNY,19,10,2019,9_02938
KZT,19,10,2019,0_163922
RUB,19,10,2019,1
BYN,19,10,2019,31_3778
GBP,19,10,2019,82_5073
UZS,19,10,2019,0_00678199
UAH,19,10,2019,2_55724
TRY,19,10,2019,11_0588
MDL,19,10,2019,3_68188
HUF,19,10,2019,0_215026
CHF,19,10,2019,64_7966
CZK,19,10,2019,2_7723
KGS,19,10,2019,0_913775
DKK,19,10,2019,9_52791
TJS,19,10,2019,6_60002
INR,19,10,2019,0_899225
EUR,18,10,2019,70_9023
CNY,18,10,2019,9_03673
KZT,18,10,2019,0_164022
RUB,18,10,2019,1
BYN,18,10,2019,31_4104
GBP,18,10,2019,81_804
UZS,18,10,2019,0_00678119
UAH,18,10,2019,2_59047
TRY,18,10,2019,10_8646
MDL,18,10,2019,3_6811
HUF,18,10,2019,0_212789
CHF,18,10,2019,64_4851
CZK,18,10,2019,2_75212
KGS,18,10,2019,0_914635
DKK,18,10,2019,9_4891
TJS,18,10,2019,6_60623
INR,18,10,2019,0_897818
EUR,17,10,2019,71_0503
CNY,17,10,2019,9_05879
KZT,17,10,2019,0_16502
RUB,17,10,2019,1
BYN,17,10,2019,31_4034
GBP,17,10,2019,81_899
UZS,17,10,2019,0_00681626
UAH,17,10,2019,2_58816
TRY,17,10,2019,10_9171
MDL,17,10,2019,3_68979
HUF,17,10,2019,0_213425
CHF,17,10,2019,64_5132
CZK,17,10,2019,2_75293
KGS,17,10,2019,0_919359
DKK,17,10,2019,9_50451
TJS,17,10,2019,6_6404
INR,17,10,2019,0_898586
EUR,16,10,2019,70_8473
CNY,16,10,2019,9_07772
KZT,16,10,2019,0_164978
RUB,16,10,2019,1
BYN,16,10,2019,31_3652
GBP,16,10,2019,81_3402
UZS,16,10,2019,0_00680665
UAH,16,10,2019,2_58685
TRY,16,10,2019,10_8741
MDL,16,10,2019,3_67801
HUF,16,10,2019,0_213103
CHF,16,10,2019,64_3256
CZK,16,10,2019,2_74335
KGS,16,10,2019,0_918478
DKK,16,10,2019,9_48438
TJS,16,10,2019,6_63104
INR,16,10,2019,0_900129
EUR,15,10,2019,70_9305
CNY,15,10,2019,9_10824
KZT,15,10,2019,0_165185
RUB,15,10,2019,1
BYN,15,10,2019,31_3915
GBP,15,10,2019,80_9585
UZS,15,10,2019,0_00682316
UAH,15,10,2019,2_61116
TRY,15,10,2019,10_881
MDL,15,10,2019,3_67486
HUF,15,10,2019,0_213604
CHF,15,10,2019,64_5524
CZK,15,10,2019,2_749
KGS,15,10,2019,0_920021
DKK,15,10,2019,9_49998
TJS,15,10,2019,6_64209
INR,15,10,2019,0_905564
EUR,14,10,2019,70_9305
CNY,14,10,2019,9_10824
KZT,14,10,2019,0_165185
RUB,14,10,2019,1
BYN,14,10,2019,31_3915
GBP,14,10,2019,80_9585
UZS,14,10,2019,0_00682316
UAH,14,10,2019,2_61116
TRY,14,10,2019,10_881
MDL,14,10,2019,3_67486
HUF,14,10,2019,0_213604
CHF,14,10,2019,64_5524
CZK,14,10,2019,2_749
KGS,14,10,2019,0_920021
DKK,14,10,2019,9_49998
TJS,14,10,2019,6_64209
INR,14,10,2019,0_905564
EUR,13,10,2019,70_9305
CNY,13,10,2019,9_10824
KZT,13,10,2019,0_165185
RUB,13,10,2019,1
BYN,13,10,2019,31_3915
GBP,13,10,2019,80_9585
UZS,13,10,2019,0_00682316
